date,visitors,pageviews,sessions,bounced_sessions,avg_session_duration_secs,awards_week,awards_night
2021-07-29,21540,39597,25496,12007,89,0,0
2021-07-30,18069,34359,21997,10627,79,0,0
2021-07-31,16834,31618,20501,9925,73,0,0
2021-08-01,16418,30929,19925,9465,73,0,0
2021-08-02,16442,31250,20004,9826,72,0,0
2021-08-03,20982,39430,25036,12311,87,0,0
2021-08-04,19295,34044,21045,11220,83,0,0
2021-08-05,15833,27054,16913,8892,91,0,0
2021-08-06,14298,24571,15201,8238,88,0,0
2021-08-07,13068,22430,13944,7474,80,0,0
2021-08-08,12973,22720,13846,7241,84,0,0
2021-08-09,14215,24965,15281,7840,85,0,0
2021-08-10,13726,24367,14781,7929,87,0,0
2021-08-11,14738,26681,15873,8254,81,0,0
2021-08-12,15813,28001,17140,8795,85,0,0
2021-08-13,14781,25148,15699,8020,86,0,0
2021-08-14,14380,24175,15274,8198,74,0,0
2021-08-15,12557,21825,13352,6948,83,0,0
2021-08-16,12654,23446,13831,7255,88,0,0
2021-08-17,12971,23157,13831,7150,86,0,0
2021-08-18,14774,25920,15799,7720,94,0,0
2021-08-19,14641,25385,15603,7991,87,0,0
2021-08-20,13906,24409,14913,7854,82,0,0
2021-08-21,13653,23262,14648,7748,79,0,0
2021-08-22,16712,30807,19583,10137,76,0,0
2021-08-23,16409,31126,19217,9649,77,0,0
2021-08-24,16858,31394,19705,9969,78,0,0
2021-08-25,17136,32042,19821,9697,83,0,0
2021-08-26,16069,30681,19094,9582,77,0,0
2021-08-27,17614,35499,22900,11189,73,0,0
2021-08-28,17483,35329,22569,10700,73,0,0
2021-08-29,18613,36847,23791,11660,70,0,0
2021-08-30,18752,38287,23932,11196,75,0,0
2021-08-31,18262,37492,23600,11338,74,0,0
2021-09-01,17929,35892,22688,11009,71,0,0
2021-09-02,18081,35607,22773,11105,70,0,0
2021-09-03,18879,36624,23725,11649,68,0,0
2021-09-04,16036,27666,17742,9022,72,0,0
2021-09-05,16062,28619,17913,9090,75,0,0
2021-09-06,15145,27159,16909,8482,74,0,0
2021-09-07,15037,27603,16876,8609,77,0,0
2021-09-08,15166,28142,17117,8638,81,0,0
2021-09-09,18827,32688,20870,9826,103,0,0
2021-09-10,19193,32630,21030,10217,86,0,0
2021-09-11,22657,36628,24550,9931,79,0,0
2021-09-12,20248,33080,21195,9835,83,0,0
2021-09-13,19666,34798,21017,11030,80,0,0
2021-09-14,16815,29580,17797,9264,84,0,0
2021-09-15,16867,29587,17999,8923,93,0,0
2021-09-16,19693,33949,20832,9596,98,0,0
2021-09-17,16678,28797,17755,8672,95,0,0
2021-09-18,14161,24550,15187,7702,90,0,0
2021-09-19,17310,29350,18447,9766,76,0,0
2021-09-20,18045,32283,19162,10087,77,0,0
2021-09-21,21301,38478,22986,10287,103,0,0
2021-09-22,19614,33573,20770,9119,90,0,0
2021-09-23,19326,33634,20648,9670,82,0,0
2021-09-24,15827,28007,16827,8611,84,0,0
2021-09-25,13583,23427,14559,7718,78,0,0
2021-09-26,13471,22886,14372,7836,79,0,0
2021-09-27,14412,26086,15421,8046,87,0,0
2021-09-28,22086,38685,23551,11025,79,0,0
2021-09-29,26596,49236,28143,13914,80,0,0
2021-09-30,23019,40690,24589,13210,82,0,0
2021-10-01,16866,29437,18062,9660,81,0,0
2021-10-02,14354,25539,15426,8298,86,0,0
2021-10-03,13973,25036,14979,8213,90,0,0
2021-10-04,14434,26259,15405,8273,86,0,0
2021-10-05,17627,33093,18963,10155,86,0,0
2021-10-06,16252,30017,17451,9112,87,0,0
2021-10-07,15260,27328,16395,8516,90,0,0
2021-10-08,14434,25515,15469,8120,87,0,0
2021-10-09,12803,22116,13559,7236,84,0,0
2021-10-10,13880,23723,14773,7446,88,0,0
2021-10-11,12727,23469,13862,7292,96,0,0
2021-10-12,13186,23689,14214,7467,90,0,0
2021-10-13,14952,27160,16145,8083,95,0,0
2021-10-14,16416,28787,17677,8793,89,0,0
2021-10-15,16848,29659,18037,8806,84,0,0
2021-10-16,14601,25070,15522,7765,84,0,0
2021-10-17,14385,28575,15324,7662,83,0,0
2021-10-18,13828,25133,14918,7543,89,0,0
2021-10-19,13821,25811,14917,7645,91,0,0
2021-10-20,19218,34142,20523,9406,101,0,0
2021-10-21,17476,31283,18675,9075,99,0,0
2021-10-22,24507,43595,26555,11948,102,0,0
2021-10-23,24503,46855,27570,11734,84,0,0
2021-10-24,23778,44120,26221,11412,77,0,0
2021-10-25,21696,39782,23784,10853,85,0,0
2021-10-26,26671,49262,29109,12765,79,0,0
2021-10-27,23083,41932,24961,11345,76,0,0
2021-10-28,20450,38216,22172,10177,83,0,0
2021-10-29,18855,35107,20505,9457,87,0,0
2021-10-30,16660,29653,17902,8370,83,0,0
2021-10-31,14657,27284,15879,7661,84,0,0
2021-11-01,17467,32774,18866,9200,85,0,0
2021-11-02,18609,34777,20202,9663,89,0,0
2021-11-03,18498,34044,20152,9817,84,0,0
2021-11-04,21514,40260,23718,11184,79,0,0
2021-11-05,21038,39601,22990,10774,84,0,0
2021-11-06,16424,28301,17611,9218,72,0,0
2021-11-07,15679,27108,16806,8736,72,0,0
2021-11-08,17045,30646,18222,9071,91,0,0
2021-11-09,21813,37060,23289,10755,141,0,0
2021-11-10,20062,33961,21401,10395,111,0,0
2021-11-11,19411,33307,20800,10461,92,0,0
2021-11-12,21058,35006,22428,11537,83,0,0
2021-11-13,19256,31787,20508,10074,87,0,0
2021-11-14,19955,33316,21130,10502,81,0,0
2021-11-15,19645,34870,21254,10730,82,0,0
2021-11-16,20371,35957,21793,10951,77,0,0
2021-11-17,21128,37176,23041,11590,79,0,0
2021-11-18,29453,49787,31573,16662,74,0,0
2021-11-19,23814,42481,25899,13743,79,0,0
2021-11-20,19383,32215,20686,11084,75,0,0
2021-11-21,26549,45972,28520,14586,71,0,0
2021-11-22,48798,89115,53149,22185,78,1,1
2021-11-23,1003504,1894717,1139162,336053,147,1,0
2021-11-24,414730,711688,459412,183627,128,1,0
2021-11-25,144668,258031,162235,70930,121,0,0
2021-11-26,99395,179326,109041,47608,116,0,0
2021-11-27,75306,132900,82460,36374,120,0,0
2021-11-28,66848,120251,73229,31628,118,0,0
2021-11-29,58110,108988,63367,27362,123,0,0
2021-11-30,48440,88931,53457,24013,118,0,0
2021-12-01,45485,84789,50039,22908,110,0,0
2021-12-02,39226,73000,43337,20538,103,0,0
2021-12-03,34250,63092,38030,18342,106,0,0
2021-12-04,31242,55453,34124,16479,106,0,0
2021-12-05,32553,59475,35681,17556,107,0,0
2021-12-06,43623,81820,48175,22262,105,0,0
2021-12-07,42044,78539,46259,21418,104,0,0
2021-12-08,32332,62197,35880,16685,116,0,0
2021-12-09,28173,53624,31029,14609,106,0,0
2021-12-10,28200,50142,30273,14486,100,0,0
2021-12-11,25699,44794,27883,13658,98,0,0
2021-12-12,26464,46178,28753,14639,97,0,0
2021-12-13,25485,47839,28190,13859,103,0,0
2021-12-14,24091,43194,26089,13029,97,0,0
2021-12-15,21457,40012,23793,11976,96,0,0
2021-12-16,21360,38662,23302,11801,100,0,0
2021-12-17,19782,35502,21606,10963,97,0,0
2021-12-18,19568,33898,21348,10905,99,0,0
2021-12-19,19727,34366,21552,10843,101,0,0
2021-12-20,18962,34547,20771,10386,102,0,0
2021-12-21,19503,34327,21212,10660,99,0,0
2021-12-22,18941,33995,20901,10788,99,0,0
2021-12-23,18618,33070,20577,10441,97,0,0
2021-12-24,17222,29762,18848,9735,96,0,0
2021-12-25,16779,28706,18026,9385,95,0,0
2021-12-26,19561,34337,21534,10643,108,0,0
2021-12-27,19361,35186,21462,10495,106,0,0
2021-12-28,21521,39175,23579,11243,112,0,0
2021-12-29,21924,39992,24155,11670,110,0,0
2021-12-30,23859,44054,26137,11833,109,0,0
2021-12-31,35922,59931,38860,15883,94,0,0
2022-01-01,27103,46877,29266,13150,101,0,0
2022-01-02,25403,45582,27622,12640,110,0,0
2022-01-03,26678,49216,29098,13234,107,0,0
2022-01-04,32722,65614,36121,15457,114,0,0
2022-01-05,55461,93767,59677,23119,88,0,0
2022-01-06,45882,76172,49320,24641,77,0,0
2022-01-07,29218,53763,31714,13828,95,0,0
2022-01-08,25857,45869,27897,12429,99,0,0
2022-01-09,24280,43870,26562,12498,99,0,0
2022-01-10,25051,47148,27290,12786,94,0,0
2022-01-11,23817,44172,26166,12387,104,0,0
2022-01-12,24678,44288,26738,12672,107,0,0
2022-01-13,21036,37789,22598,11168,99,0,0
2022-01-14,20509,37322,22361,10989,95,0,0
2022-01-15,20504,35844,22568,11749,88,0,0
2022-01-16,20630,37128,22792,11283,95,0,0
2022-01-17,27402,47815,29844,14323,127,0,0
2022-01-18,30324,57248,32954,14619,110,0,0
2022-01-19,27005,51902,29456,13041,103,0,0
2022-01-20,29376,50163,31239,12409,109,0,0
2022-01-21,27532,47663,29526,13039,104,0,0
2022-01-22,25187,41634,26907,11592,107,0,0
2022-01-23,24506,40899,26326,11400,106,0,0
2022-01-24,24248,42219,26196,11519,102,0,0
2022-01-25,25663,44387,27496,11923,102,0,0
2022-01-26,20306,37956,22069,9247,118,0,0
2022-01-27,2,2,2,2,0,0,0
2022-01-28,32986,79160,36571,20268,83,0,0
2022-01-29,37899,79095,41920,25316,63,0,0
2022-01-30,39931,81186,43743,26636,61,0,0
2022-01-31,38221,92863,42291,21747,67,0,0
2022-02-01,33209,74033,30472,13070,69,0,0
2022-02-02,30511,43642,20761,11814,85,0,0
2022-02-03,31502,44147,20830,12015,90,0,0
2022-02-04,26863,39483,18700,10731,85,0,0
2022-02-05,18014,35046,16860,9604,75,0,0
2022-02-06,18287,34397,17185,10186,80,0,0
2022-02-07,19907,37993,18426,10715,86,0,0
2022-02-08,30850,69727,30684,15702,83,0,0
2022-02-09,26454,61007,26184,12739,88,0,0
2022-02-10,23368,53624,23246,11544,85,0,0
2022-02-11,23197,51566,22567,10819,82,0,0
2022-02-12,19978,44579,19796,9940,79,0,0
2022-02-13,22796,51628,23326,12039,74,0,0
2022-02-14,16559,29185,13695,7100,78,0,0
2022-02-15,17184,28356,13548,7135,81,0,0
2022-02-16,19998,33813,17766,10738,80,0,0
2022-02-17,17966,26957,13449,6989,84,0,0
2022-02-18,14732,23038,10750,5179,83,0,0
2022-02-19,13174,19607,9024,4382,72,0,0
2022-02-20,14536,22723,10400,4916,73,0,0
2022-02-21,14081,22226,10183,4925,72,0,0
2022-02-22,16266,25600,11882,5805,72,0,0
2022-02-23,16775,25088,11576,5800,75,0,0
2022-02-24,13671,20261,9548,4921,78,0,0
2022-02-25,20104,31104,12733,6079,78,0,0
2022-02-26,15521,25252,10565,4997,78,0,0
2022-02-27,14265,23380,10265,4823,75,0,0
2022-02-28,14589,22474,10376,5284,79,0,0
2022-03-01,12707,21191,9691,4946,74,0,0
2022-03-02,13615,23165,10378,5095,75,0,0
2022-03-03,15084,26558,11563,5573,78,0,0
2022-03-04,16010,33121,13823,6858,67,0,0
2022-03-05,14263,31479,11784,5441,66,0,0
2022-03-06,13775,28828,10936,4762,79,0,0
2022-03-07,15400,31321,12605,6098,77,0,0
2022-03-08,14808,29520,11915,5559,80,0,0
2022-03-09,14241,28081,11249,5118,77,0,0
2022-03-10,14840,30453,12201,5635,83,0,0
2022-03-11,14701,29701,12324,5928,81,0,0
2022-03-12,14572,29527,12313,6013,69,0,0
2022-03-13,18949,33107,14118,6822,63,0,0
2022-03-14,26073,48843,20992,10434,66,0,0
2022-03-15,48971,106667,45121,21794,64,0,0
2022-03-16,26864,60009,24616,11757,75,0,0
2022-03-17,23775,57572,23951,10913,86,0,0
2022-03-18,26065,65859,28685,13213,87,0,0
2022-03-19,31396,77684,34269,15915,77,0,0
2022-03-20,33350,83321,36290,16277,80,0,0
2022-03-21,32206,81304,35331,15786,90,0,0
2022-03-22,37508,103033,42065,18366,91,0,0
2022-03-23,34953,95806,38692,17187,101,0,0
2022-03-24,33743,90676,37781,16696,99,0,0
2022-03-25,35229,94117,39188,17572,90,0,0
2022-03-26,39481,104183,45128,21337,84,0,0
2022-03-27,81975,238268,90662,35894,90,0,0
2022-03-28,95370,289065,108815,42961,93,1,0
2022-03-29,92539,282285,104918,40583,102,1,0
2022-03-30,98317,282865,112650,46998,105,1,0
2022-03-31,82932,232120,95127,41371,102,1,0
2022-04-01,111046,318102,129979,55073,95,1,0
2022-04-02,219761,624465,258029,111753,89,1,0
2022-04-03,2232007,7344507,3086640,1300402,130,1,1
2022-04-04,798488,2168600,953408,413494,80,1,0
2022-04-05,226589,592457,263082,116914,85,1,0
2022-04-06,129318,327200,146051,65183,86,1,0
2022-04-07,95852,259527,111484,48017,88,0,0
2022-04-08,79275,210139,91964,40593,86,0,0
2022-04-09,67699,172244,76966,35351,81,0,0
2022-04-10,56971,143400,65164,30276,80,0,0
2022-04-11,47764,118990,54806,25918,86,0,0
2022-04-12,40892,98622,46525,22621,87,0,0
2022-04-13,36954,88367,42213,20807,88,0,0
2022-04-14,32305,79681,36634,17446,89,0,0
2022-04-15,30018,75580,33377,15494,85,0,0
2022-04-16,28244,71235,31175,14519,81,0,0
2022-04-17,27885,69707,30808,14416,84,0,0
2022-04-18,27322,66029,30204,14553,96,0,0
2022-04-19,25837,62994,28829,13804,97,0,0
2022-04-20,23687,63492,26353,10579,90,0,0
2022-04-21,26941,72875,30293,11945,86,0,0
2022-04-22,25546,57706,29268,15410,73,0,0
2022-04-23,22712,51852,25348,13024,69,0,0
2022-04-24,22428,51040,24810,12701,82,0,0
2022-04-25,21356,49883,24105,12157,93,0,0
2022-04-26,21257,51535,23947,11979,95,0,0
2022-04-27,20075,45732,22249,11485,91,0,0
2022-04-28,20883,48700,23335,11376,86,0,0
2022-04-29,20039,45345,22049,11437,87,0,0
2022-04-30,18375,41477,20054,10302,73,0,0
2022-05-01,18836,41240,20415,10651,75,0,0
2022-05-02,19433,43453,21773,11447,85,0,0
2022-05-03,19978,45328,22209,11769,88,0,0
2022-05-04,19977,45357,22448,11815,86,0,0
2022-05-05,17547,40225,19565,10249,85,0,0
2022-05-06,17715,39910,19867,10997,80,0,0
2022-05-07,16185,35937,17731,9701,78,0,0
2022-05-08,16968,38904,19149,10506,77,0,0
2022-05-09,17829,39983,19931,10971,87,0,0
2022-05-10,16427,37711,18798,10465,87,0,0
2022-05-11,16426,36679,18727,10373,84,0,0
2022-05-12,17904,40027,20075,10791,84,0,0
2022-05-13,18736,42160,21086,11319,81,0,0
2022-05-14,17024,39169,19378,10312,73,0,0
2022-05-15,17735,40322,19962,10764,79,0,0
2022-05-16,18330,41167,20329,11169,86,0,0
2022-05-17,16759,37590,18778,10218,91,0,0
2022-05-18,16373,37459,18609,10215,96,0,0
2022-05-19,20000,43958,22813,13417,79,0,0
2022-05-20,17920,39785,20034,11017,87,0,0
2022-05-21,15453,35273,17393,9363,74,0,0
2022-05-22,16225,37405,18342,9707,77,0,0
2022-05-23,16740,36342,18850,10764,83,0,0
2022-05-24,16516,35444,18241,10378,89,0,0
2022-05-25,16286,36436,17908,9556,88,0,0
2022-05-26,16047,36196,18021,9793,90,0,0
2022-05-27,19071,43271,24195,15287,70,0,0
2022-05-28,13187,29792,15101,8591,77,0,0
2022-05-29,13145,29366,14712,8145,80,0,0
2022-05-30,14439,32368,16675,9525,75,0,0
2022-05-31,13836,30743,15518,8602,86,0,0
2022-06-01,14341,32659,16180,8778,85,0,0
2022-06-02,14193,32029,16129,8755,84,0,0
2022-06-03,13029,29514,14818,8205,78,0,0
2022-06-04,11962,27349,13160,6945,83,0,0
2022-06-05,12620,28516,13880,7629,85,0,0
2022-06-06,12713,29847,14340,7616,87,0,0
2022-06-07,12716,29405,14333,7528,86,0,0
2022-06-08,18533,43318,20685,10258,86,0,0
2022-06-09,26238,58460,30134,15956,70,0,0
2022-06-10,45469,82355,49172,31731,64,0,0
2022-06-11,37018,64873,39899,26888,62,0,0
2022-06-12,17783,39700,19679,10157,79,0,0
2022-06-13,16613,37355,18723,10023,85,0,0
2022-06-14,17487,39628,19717,10736,78,0,0
2022-06-15,15027,35065,17297,9241,82,0,0
2022-06-16,17098,38634,19083,10109,75,0,0
2022-06-17,16714,37291,18581,9778,76,0,0
2022-06-18,13139,31116,14523,7265,85,0,0
2022-06-19,13386,31183,15013,7582,74,0,0
2022-06-20,14666,32816,16194,8114,81,0,0
2022-06-21,13925,31781,15843,8366,88,0,0
2022-06-22,13454,30214,15169,8122,90,0,0
2022-06-23,12772,29122,14493,7763,90,0,0
2022-06-24,11694,26523,12962,6786,87,0,0
2022-06-25,10238,23664,11298,5971,86,0,0
2022-06-26,11475,26986,12581,6599,80,0,0
2022-06-27,12283,28034,13568,7243,85,0,0
2022-06-28,11902,27279,13372,7066,92,0,0
2022-06-29,26488,57994,28865,13512,125,0,0
2022-06-30,16166,35566,18078,9323,96,0,0
2022-07-01,13709,30283,15104,7580,88,0,0
2022-07-02,14755,32510,16195,8469,84,0,0
2022-07-03,13397,30864,14895,7371,81,0,0
2022-07-04,12725,28977,13978,7078,77,0,0
2022-07-05,16349,38460,18443,9194,89,0,0
2022-07-06,15172,36118,16887,8373,85,0,0
2022-07-07,14743,33813,15902,7614,90,0,0
2022-07-08,13523,30984,14655,7288,85,0,0
2022-07-09,11128,25615,12309,6276,83,0,0
2022-07-10,10700,24668,11843,6083,83,0,0
2022-07-11,14960,34317,16525,7822,106,0,0
2022-07-12,15789,35827,17508,8371,95,0,0
2022-07-13,14306,32762,15766,7688,95,0,0
2022-07-14,15147,33933,16743,8411,87,0,0
2022-07-15,21402,43295,23258,13358,80,0,0
2022-07-16,19870,38393,21469,13019,67,0,0
2022-07-17,15648,34175,16805,8512,84,0,0
2022-07-18,12023,23667,13171,7363,80,0,0
2022-07-19,7554,13952,8438,5262,86,0,0
2022-07-20,7749,14172,8693,5499,92,0,0
2022-07-21,10785,21857,11718,6518,86,0,0
2022-07-22,13596,31363,15203,7745,90,0,0
2022-07-23,12225,27433,13258,6827,78,0,0
2022-07-24,11431,26081,12432,6149,84,0,0
2022-07-25,11959,26890,13238,6859,84,0,0
2022-07-26,12474,28876,13900,7035,84,0,0
2022-07-27,21822,58870,23379,8122,85,0,0
2022-07-28,19871,50883,21362,8391,84,0,0
2022-07-29,13088,30358,14370,7102,83,0,0
2022-07-30,11719,26386,12656,6336,76,0,0
2022-07-31,12228,27681,13154,6546,82,0,0
2022-08-01,12316,28465,13607,6698,83,0,0
2022-08-02,12952,29553,14369,7211,86,0,0
2022-08-03,13172,30852,14770,7455,87,0,0
2022-08-04,13603,30836,15061,7655,77,0,0
2022-08-05,13386,30885,14688,7418,81,0,0
2022-08-06,12694,29087,13819,6972,81,0,0
2022-08-07,14196,33043,15174,7155,75,0,0
2022-08-08,15694,38040,16847,8050,81,0,0
2022-08-09,15516,37196,17068,8497,83,0,0
2022-08-10,12616,28181,13765,7135,91,0,0
2022-08-11,13488,29614,14667,7655,90,0,0
2022-08-12,16914,37303,18306,9415,85,0,0
2022-08-13,14944,34538,16161,8094,84,0,0
2022-08-14,13311,29417,14329,7278,74,0,0
2022-08-15,19371,43773,20777,9735,101,0,0
2022-08-16,15829,36501,17394,8584,94,0,0
2022-08-17,14771,33625,16333,8381,91,0,0
2022-08-18,14224,32375,15799,8194,85,0,0
2022-08-19,15151,33882,16484,8538,80,0,0
2022-08-20,13505,30359,14454,7514,73,0,0
2022-08-21,12725,29389,13832,7123,79,0,0
2022-08-22,14104,33078,15577,7605,91,0,0
2022-08-23,14076,30045,15732,9430,88,0,0
2022-08-24,23193,53721,25271,12896,121,0,0
2022-08-25,19653,44169,21482,11180,98,0,0
2022-08-26,18555,41191,20307,10375,98,0,0
2022-08-27,16368,37216,17866,9182,81,0,0
2022-08-28,18079,41662,19417,9655,77,0,0
2022-08-29,19023,45154,20832,10062,85,0,0
2022-08-30,16726,38697,18511,9158,92,0,0
2022-08-31,15906,35815,17452,8849,86,0,0
2022-09-01,14717,34183,16162,8348,84,0,0
2022-09-02,13537,32010,14926,7489,85,0,0
2022-09-03,12640,29167,13564,6712,84,0,0
2022-09-04,16173,38673,17332,7762,80,0,0
2022-09-05,14463,35491,15808,7609,88,0,0
2022-09-06,14006,33333,15649,7916,90,0,0
2022-09-07,13985,32380,15478,7972,84,0,0
2022-09-08,12302,28366,13848,7470,85,0,0
2022-09-09,13770,31668,15120,7837,86,0,0
2022-09-10,12699,29441,13744,6981,95,0,0
2022-09-11,12298,30299,13473,6531,94,0,0
2022-09-12,15940,36708,17339,9084,78,0,0
2022-09-13,17884,42043,19440,9860,75,0,0
2022-09-14,14750,33644,16105,8398,86,0,0
2022-09-15,15206,34872,17144,9075,86,0,0
2022-09-16,14188,32761,15767,8259,79,0,0
2022-09-17,13156,30360,14330,7005,82,0,0
2022-09-18,12928,30167,13997,6832,75,0,0
2022-09-19,15726,35402,17245,8664,83,0,0
2022-09-20,28219,74195,31193,12952,87,0,0
2022-09-21,22555,59741,25163,11445,87,0,0
2022-09-22,17196,42621,19107,9181,87,0,0
2022-09-23,15413,37637,17088,8473,99,0,0
2022-09-24,20170,46625,21667,9829,90,0,0
2022-09-25,23476,53094,25057,11604,91,0,0
2022-09-26,23366,51900,25167,12894,91,0,0
2022-09-27,19241,44098,21410,11018,91,0,0
2022-09-28,17284,39640,19179,10014,88,0,0
2022-09-29,16730,39594,18873,9769,86,0,0
2022-09-30,15226,35978,17018,8766,87,0,0
2022-10-01,13580,31322,14808,7458,74,0,0
2022-10-02,15936,37142,17322,8779,75,0,0
2022-10-03,15386,38577,17163,8520,88,0,0
2022-10-04,16843,39832,18769,9781,95,0,0
2022-10-05,16405,38588,18026,9098,94,0,0
2022-10-06,24494,55519,27301,14246,118,0,0
2022-10-07,20492,47255,22916,11903,107,0,0
2022-10-08,17795,40562,19528,9868,100,0,0
2022-10-09,18533,41338,20331,10493,102,0,0
2022-10-10,19853,47122,22109,10887,110,0,0
2022-10-11,35630,83584,39432,19267,133,0,0
2022-10-12,24908,59672,28137,13931,124,0,0
2022-10-13,51723,141745,57104,21991,114,0,0
2022-10-14,48989,143591,53532,19320,94,0,0
2022-10-15,23796,66405,25691,9876,66,0,0
2022-10-16,19642,52203,21007,8401,69,0,0
2022-10-17,21736,58032,23358,9341,71,0,0
2022-10-18,20802,54669,22518,9235,70,0,0
2022-10-19,20397,52953,21993,9216,69,0,0
2022-10-20,19405,48990,21035,9022,66,0,0
2022-10-21,19220,47998,20769,9002,70,0,0
2022-10-22,18182,46969,19635,8029,67,0,0
2022-10-23,20169,51782,21602,8468,68,0,0
2022-10-24,19076,47745,20753,9287,76,0,0
2022-10-25,20894,49519,22565,10489,93,0,0
2022-10-26,19227,45469,20934,9923,82,0,0
2022-10-27,19672,47746,21298,9312,72,0,0
2022-10-28,16749,39980,18189,8640,68,0,0
2022-10-29,13558,31928,14589,7050,66,0,0
2022-10-30,13081,32000,14191,6802,72,0,0
2022-10-31,13678,32259,14757,7168,73,0,0
2022-11-01,18129,41595,19512,9636,81,0,0
2022-11-02,19340,45109,21319,10249,80,0,0
2022-11-03,17165,39489,18677,8977,79,0,0
2022-11-04,21757,52944,23428,10309,66,0,0
2022-11-05,20072,50056,23072,10687,64,0,0
2022-11-06,16032,38348,17602,8249,70,0,0
2022-11-07,16675,40010,18389,8846,72,0,0
2022-11-08,17985,42529,19516,9280,75,0,0
2022-11-09,19475,45165,20916,9733,78,0,0
2022-11-10,21297,50822,23677,11889,65,0,0
2022-11-11,18887,44808,20603,10244,69,0,0
2022-11-12,17205,42447,18749,8139,67,0,0
2022-11-13,18219,45859,20029,9056,71,0,0
2022-11-14,31150,76192,35100,17593,69,0,0
2022-11-15,700437,2214758,839192,321411,94,1,1
2022-11-16,306464,953774,358561,141632,79,1,0
2022-11-17,187301,600706,227982,92789,72,0,0
2022-11-18,147950,493115,194205,82926,60,0,0
2022-11-19,82284,254046,92482,35199,76,0,0
2022-11-20,68258,207070,76226,29622,78,0,0
2022-11-21,56746,168846,63466,25717,77,0,0
2022-11-22,40264,117676,45073,18575,79,0,0
2022-11-23,31859,91795,35263,14398,78,0,0
2022-11-24,27771,80112,30741,12383,72,0,0
2022-11-25,24089,66840,26478,11235,75,0,0
2022-11-26,23458,65996,25831,10609,79,0,0
2022-11-27,23161,64245,25493,10848,79,0,0
2022-11-28,22893,60742,25098,11192,80,0,0
2022-11-29,21623,58374,24012,10808,81,0,0
2022-11-30,24260,63867,26135,11398,75,0,0
2022-12-01,22518,59598,24790,10816,76,0,0
2022-12-02,23940,61174,25971,11739,84,0,0
2022-12-03,21070,55246,22859,9933,78,0,0
2022-12-04,21313,55274,24063,11183,68,0,0
2022-12-05,23651,60209,27268,13765,68,0,0
2022-12-06,22911,57761,25908,12776,66,0,0
2022-12-07,21158,57154,23852,9579,72,0,0
2022-12-08,21222,57811,23215,8760,72,0,0
2022-12-09,19116,49007,20968,8956,72,0,0
2022-12-10,18114,46423,19557,8703,79,0,0
2022-12-11,17517,44295,19239,8802,73,0,0
2022-12-12,19425,48112,21505,9972,76,0,0
2022-12-13,19116,46308,20622,9507,78,0,0
2022-12-14,20520,49148,23178,11664,71,0,0
2022-12-15,19881,49132,21876,10315,73,0,0
2022-12-16,18308,45907,19925,9150,76,0,0
2022-12-17,16285,42439,17768,7877,72,0,0
2022-12-18,16882,44035,18370,8280,76,0,0
2022-12-19,16884,43078,18633,8216,79,0,0
2022-12-20,17975,44573,19722,8889,77,0,0
2022-12-21,34234,92235,36868,14409,100,0,0
2022-12-22,26118,67667,28304,12236,83,0,0
2022-12-23,20065,50345,22605,10788,71,0,0
2022-12-24,16347,40634,17829,8104,71,0,0
2022-12-25,15042,36722,16224,7371,73,0,0
2022-12-26,16458,41674,17884,7893,78,0,0
2022-12-27,16794,43657,18528,7997,81,0,0
2022-12-28,21087,53209,22893,10270,76,0,0
2022-12-29,19914,50427,21923,9872,74,0,0
2022-12-30,19732,51678,21632,9207,76,0,0
2022-12-31,27350,71840,29593,11796,64,0,0
2023-01-01,23236,60374,25532,11066,75,0,0
2023-01-02,21469,56678,23612,10036,81,0,0
2023-01-03,23516,60912,25660,10803,78,0,0
2023-01-04,26984,74166,29988,12314,82,0,0
2023-01-05,34723,86444,38021,17042,72,0,0
2023-01-06,25792,66397,28576,13265,78,0,0
2023-01-07,22199,58042,24459,10777,72,0,0
2023-01-08,24901,65539,27031,11672,80,0,0
2023-01-09,24156,64106,26744,11869,81,0,0
2023-01-10,29935,80496,32310,13913,82,0,0
2023-01-11,32371,86980,35562,15303,83,0,0
2023-01-12,29192,74991,31842,13976,87,0,0
2023-01-13,26645,69538,29965,13299,81,0,0
2023-01-14,24105,62570,26535,11395,76,0,0
2023-01-15,26010,68642,28347,11787,81,0,0
2023-01-16,23335,64038,25464,10420,87,0,0
2023-01-17,23291,145866,25791,5587,113,0,0
2023-01-18,25933,170210,28848,4602,137,0,0
2023-01-19,27785,183587,31964,4105,117,0,0
2023-01-20,26096,125693,29251,5146,103,0,0
2023-01-21,24615,64786,27040,6531,84,0,0
2023-01-22,39303,103388,43345,10022,84,0,0
2023-01-23,31024,81100,34421,8420,90,0,0
2023-01-24,43446,115557,47571,11770,90,0,0
2023-01-25,52127,140288,60202,11842,118,0,0
2023-01-26,48124,113561,53136,16956,101,0,0
2023-01-27,45990,99612,49837,21176,90,0,0
2023-01-28,42476,92595,45642,17463,85,0,0
2023-01-29,75403,173982,81523,22754,86,0,0
2023-01-30,65228,152244,72134,22932,90,1,0
2023-01-31,64084,146379,69878,26722,96,1,0
2023-02-01,77233,178624,84436,32382,95,1,0
2023-02-02,88913,203918,96686,37708,92,1,0
2023-02-03,123104,291271,135224,46639,92,1,0
2023-02-04,198665,483438,220567,68090,94,1,0
2023-02-05,2824595,7895521,3470476,841244,284,1,1
